timestamp,location,carbon_intensity_gco2_kwh,renewable_energy_pct,grid_demand_mw,electricity_price_per_kwh
2024-01-05 14:00:00,US-West,297,0.43,1891,0.121
2024-01-05 14:00:00,EU-Central,264,0.29,550,0.114
2024-01-05 14:00:00,Asia-Pacific,487,0.45,675,0.088
2024-01-05 15:00:00,US-East,443,0.29,1138,0.104
2024-01-05 15:00:00,US-West,350,0.32,1489,0.104
2024-01-05 15:00:00,EU-Central,212,0.46,1926,0.112
2024-01-05 15:00:00,Asia-Pacific,458,0.38,1955,0.088
2024-01-05 16:00:00,US-East,393,0.59,1886,0.136
2024-01-05 16:00:00,US-West,344,0.35,857,0.119
2024-01-05 16:00:00,EU-Central,242,0.54,1446,0.096
2024-01-05 16:00:00,Asia-Pacific,501,0.58,881,0.125
2024-01-05 17:00:00,US-East,405,0.44,1757,0.142
2024-01-05 17:00:00,US-West,307,0.56,1296,0.08
2024-01-05 17:00:00,EU-Central,227,0.32,1941,0.137
2024-01-05 17:00:00,Asia-Pacific,458,0.55,1599,0.093
2024-01-05 18:00:00,US-East,391,0.32,733,0.098
2024-01-05 18:00:00,US-West,312,0.52,1808,0.102
2024-01-05 18:00:00,EU-Central,249,0.57,1702,0.088
2024-01-05 18:00:00,Asia-Pacific,495,0.71,1764,0.092
2024-01-05 19:00:00,US-East,436,0.62,1109,0.144
2024-01-05 19:00:00,US-West,325,0.25,774,0.102
2024-01-05 19:00:00,EU-Central,230,0.38,874,0.106
2024-01-05 19:00:00,Asia-Pacific,468,0.51,1356,0.122
2024-01-05 20:00:00,US-East,423,0.43,880,0.114
2024-01-05 20:00:00,US-West,318,0.62,1821,0.145
2024-01-05 20:00:00,EU-Central,222,0.53,1502,0.1
2024-01-05 20:00:00,Asia-Pacific,473,0.39,1423,0.123
2024-01-05 21:00:00,US-East,395,0.77,1492,0.09
2024-01-05 21:00:00,US-West,299,0.78,1535,0.126
2024-01-05 21:00:00,EU-Central,252,0.61,1351,0.13
2024-01-05 21:00:00,Asia-Pacific,506,0.49,669,0.12
2024-01-05 22:00:00,US-East,447,0.33,566,0.099
2024-01-05 22:00:00,US-West,318,0.37,1436,0.12
2024-01-05 22:00:00,EU-Central,298,0.66,1625,0.116
2024-01-05 22:00:00,Asia-Pacific,523,0.27,1612,0.138
2024-01-05 23:00:00,US-East,396,0.53,585,0.133
2024-01-05 23:00:00,US-West,306,0.53,1370,0.087
2024-01-05 23:00:00,EU-Central,283,0.65,1109,0.141
2024-01-05 23:00:00,Asia-Pacific,454,0.47,1213,0.14
2024-01-06 00:00:00,US-East,361,0.46,740,0.134
2024-01-06 00:00:00,US-West,280,0.33,1704,0.128
2024-01-06 00:00:00,EU-Central,290,0.57,1376,0.092
2024-01-06 00:00:00,Asia-Pacific,467,0.67,923,0.136
2024-01-06 01:00:00,US-East,422,0.41,1075,0.122
2024-01-06 01:00:00,US-West,271,0.39,1941,0.1
2024-01-06 01:00:00,EU-Central,273,0.36,1553,0.149
2024-01-06 01:00:00,Asia-Pacific,536,0.69,777,0.147
2024-01-06 02:00:00,US-East,450,0.45,621,0.149
2024-01-06 02:00:00,US-West,333,0.28,771,0.097
2024-01-06 02:00:00,EU-Central,291,0.39,1006,0.133
2024-01-06 02:00:00,Asia-Pacific,536,0.44,791,0.12
2024-01-06 03:00:00,US-East,384,0.58,1268,0.112
2024-01-06 03:00:00,US-West,331,0.68,690,0.108
2024-01-06 03:00:00,EU-Central,295,0.37,1255,0.112
2024-01-06 03:00:00,Asia-Pacific,512,0.4,505,0.141
2024-01-06 04:00:00,US-East,443,0.26,1438,0.124
2024-01-06 04:00:00,US-West,339,0.41,629,0.136
2024-01-06 04:00:00,EU-Central,250,0.33,1379,0.138
2024-01-06 04:00:00,Asia-Pacific,513,0.36,1080,0.104
2024-01-06 05:00:00,US-East,423,0.28,1493,0.135
2024-01-06 05:00:00,US-West,337,0.66,594,0.087
2024-01-06 05:00:00,EU-Central,300,0.7,533,0.089
2024-01-06 05:00:00,Asia-Pacific,470,0.46,501,0.149
2024-01-06 06:00:00,US-East,404,0.32,1910,0.144
2024-01-06 06:00:00,US-West,333,0.38,1061,0.087
2024-01-06 06:00:00,EU-Central,246,0.35,1261,0.127
2024-01-06 06:00:00,Asia-Pacific,533,0.3,1311,0.124
2024-01-06 07:00:00,US-East,442,0.62,979,0.11
2024-01-06 07:00:00,US-West,261,0.62,502,0.095
2024-01-06 07:00:00,EU-Central,209,0.28,963,0.116
2024-01-06 07:00:00,Asia-Pacific,506,0.21,1924,0.104
2024-01-06 08:00:00,US-East,365,0.79,1364,0.129
2024-01-06 08:00:00,US-West,311,0.24,1284,0.086
2024-01-06 08:00:00,EU-Central,213,0.26,1252,0.142
2024-01-06 08:00:00,Asia-Pacific,467,0.43,772,0.125
2024-01-06 09:00:00,US-East,436,0.29,1586,0.119
2024-01-06 09:00:00,US-West,328,0.59,1401,0.105
2024-01-06 09:00:00,EU-Central,227,0.58,810,0.144
2024-01-06 09:00:00,Asia-Pacific,528,0.61,944,0.086
2024-01-06 10:00:00,US-East,362,0.28,752,0.121
2024-01-06 10:00:00,US-West,299,0.41,1379,0.102
2024-01-06 10:00:00,EU-Central,217,0.35,1820,0.086
2024-01-06 10:00:00,Asia-Pacific,520,0.56,1976,0.123
2024-01-06 11:00:00,US-East,449,0.76,554,0.139
2024-01-06 11:00:00,US-West,334,0.73,920,0.116
2024-01-06 11:00:00,EU-Central,265,0.31,1302,0.101
2024-01-06 11:00:00,Asia-Pacific,456,0.67,990,0.115
2024-01-06 12:00:00,US-East,364,0.34,1806,0.122
2024-01-06 12:00:00,US-West,317,0.73,524,0.149
2024-01-06 12:00:00,EU-Central,240,0.28,1664,0.109
2024-01-06 12:00:00,Asia-Pacific,519,0.61,1464,0.147
2024-01-06 13:00:00,US-East,448,0.24,1702,0.085
2024-01-06 13:00:00,US-West,283,0.33,623,0.146
2024-01-06 13:00:00,EU-Central,250,0.5,1787,0.13
2024-01-06 13:00:00,Asia-Pacific,548,0.45,1937,0.108
2024-01-06 14:00:00,US-East,431,0.52,1761,0.091
2024-01-06 14:00:00,US-West,260,0.39,1547,0.144
2024-01-06 14:00:00,EU-Central,219,0.52,1300,0.121
2024-01-06 14:00:00,Asia-Pacific,547,0.7,1894,0.125
2024-01-06 15:00:00,US-East,389,0.62,1994,0.147
2024-01-06 15:00:00,US-West,280,0.23,676,0.145
2024-01-06 15:00:00,EU-Central,214,0.47,1746,0.084
2024-01-06 15:00:00,Asia-Pacific,535,0.65,859,0.088
2024-01-06 16:00:00,US-East,440,0.28,523,0.091
2024-01-06 16:00:00,US-West,294,0.51,1976,0.098
2024-01-06 16:00:00,EU-Central,247,0.28,1050,0.131
2024-01-06 16:00:00,Asia-Pacific,465,0.66,560,0.103
2024-01-06 17:00:00,US-East,404,0.36,630,0.098
2024-01-06 17:00:00,US-West,323,0.58,1516,0.112
2024-01-06 17:00:00,EU-Central,246,0.23,1660,0.092
2024-01-06 17:00:00,Asia-Pacific,470,0.35,710,0.143
2024-01-06 18:00:00,US-East,436,0.63,967,0.132
2024-01-06 18:00:00,US-West,250,0.23,525,0.097
2024-01-06 18:00:00,EU-Central,260,0.42,807,0.093
2024-01-06 18:00:00,Asia-Pacific,454,0.53,1962,0.132
2024-01-06 19:00:00,US-East,403,0.33,1008,0.109
2024-01-06 19:00:00,US-West,342,0.39,659,0.12
2024-01-06 19:00:00,EU-Central,215,0.5,607,0.093
2024-01-06 19:00:00,Asia-Pacific,516,0.79,1321,0.085
2024-01-06 20:00:00,US-East,409,0.72,1136,0.103
2024-01-06 20:00:00,US-West,320,0.47,1255,0.094
2024-01-06 20:00:00,EU-Central,272,0.67,1775,0.097
2024-01-06 20:00:00,Asia-Pacific,497,0.56,1510,0.15
2024-01-06 21:00:00,US-East,449,0.32,1619,0.133
2024-01-06 21:00:00,US-West,281,0.29,1339,0.082
2024-01-06 21:00:00,EU-Central,269,0.41,1920,0.141
2024-01-06 21:00:00,Asia-Pacific,492,0.2,1846,0.106
2024-01-06 22:00:00,US-East,444,0.64,712,0.094
2024-01-06 22:00:00,US-West,280,0.45,622,0.148
2024-01-06 22:00:00,EU-Central,218,0.63,690,0.083
2024-01-06 22:00:00,Asia-Pacific,479,0.74,1564,0.109
2024-01-06 23:00:00,US-East,397,0.48,673,0.121
2024-01-06 23:00:00,US-West,314,0.28,1307,0.085
2024-01-06 23:00:00,EU-Central,272,0.24,1856,0.147
2024-01-06 23:00:00,Asia-Pacific,480,0.38,1145,0.145
2024-01-07 00:00:00,US-East,400,0.62,1168,0.102
2024-01-07 00:00:00,US-West,284,0.34,915,0.09
2024-01-07 00:00:00,EU-Central,298,0.55,818,0.087
2024-01-07 00:00:00,Asia-Pacific,507,0.48,1332,0.088
2024-01-07 01:00:00,US-East,395,0.78,925,0.112
2024-01-07 01:00:00,US-West,309,0.36,745,0.086
2024-01-07 01:00:00,EU-Central,287,0.38,1943,0.129
2024-01-07 01:00:00,Asia-Pacific,455,0.33,1171,0.09
2024-01-07 02:00:00,US-East,441,0.35,1228,0.108
2024-01-07 02:00:00,US-West,256,0.61,1032,0.137
2024-01-07 02:00:00,EU-Central,222,0.22,1328,0.14
2024-01-07 02:00:00,Asia-Pacific,521,0.65,1011,0.087
2024-01-07 03:00:00,US-East,363,0.68,786,0.089
2024-01-07 03:00:00,US-West,257,0.7,955,0.089
2024-01-07 03:00:00,EU-Central,251,0.42,1790,0.146
2024-01-07 03:00:00,Asia-Pacific,460,0.55,1030,0.144
2024-01-07 04:00:00,US-East,359,0.21,632,0.094
2024-01-07 04:00:00,US-West,332,0.47,763,0.086
2024-01-07 04:00:00,EU-Central,242,0.27,1444,0.084
2024-01-07 04:00:00,Asia-Pacific,523,0.46,1983,0.108
2024-01-07 05:00:00,US-East,353,0.43,1373,0.092
2024-01-07 05:00:00,US-West,277,0.74,1063,0.1
2024-01-07 05:00:00,EU-Central,219,0.22,1768,0.123
2024-01-07 05:00:00,Asia-Pacific,532,0.38,1343,0.142
2024-01-07 06:00:00,US-East,411,0.24,1072,0.107
2024-01-07 06:00:00,US-West,303,0.32,1576,0.097
2024-01-07 06:00:00,EU-Central,269,0.68,1283,0.135
2024-01-07 06:00:00,Asia-Pacific,495,0.49,1492,0.104
2024-01-07 07:00:00,US-East,422,0.5,1295,0.099
2024-01-07 07:00:00,US-West,253,0.39,948,0.082
2024-01-07 07:00:00,EU-Central,299,0.37,1466,0.117
2024-01-07 07:00:00,Asia-Pacific,548,0.55,976,0.148
2024-01-07 08:00:00,US-East,362,0.35,993,0.099
2024-01-07 08:00:00,US-West,344,0.23,949,0.12
2024-01-07 08:00:00,EU-Central,249,0.41,855,0.092
2024-01-07 08:00:00,Asia-Pacific,525,0.39,1928,0.105
2024-01-07 09:00:00,US-East,425,0.22,1934,0.105
2024-01-07 09:00:00,US-West,322,0.54,1653,0.146
2024-01-07 09:00:00,EU-Central,263,0.53,859,0.114
2024-01-07 09:00:00,Asia-Pacific,461,0.23,1732,0.095
2024-01-07 10:00:00,US-East,417,0.49,1179,0.144
2024-01-07 10:00:00,US-West,275,0.68,1197,0.13
2024-01-07 10:00:00,EU-Central,241,0.24,802,0.121
2024-01-07 10:00:00,Asia-Pacific,468,0.66,1577,0.14
2024-01-07 11:00:00,US-East,359,0.42,1856,0.108
2024-01-07 11:00:00,US-West,262,0.4,1160,0.09
2024-01-07 11:00:00,EU-Central,220,0.64,1394,0.135
2024-01-07 11:00:00,Asia-Pacific,512,0.59,856,0.13
2024-01-07 12:00:00,US-East,421,0.62,1756,0.135
2024-01-07 12:00:00,US-West,278,0.6,859,0.106
2024-01-07 12:00:00,EU-Central,293,0.61,760,0.092
2024-01-07 12:00:00,Asia-Pacific,450,0.77,1673,0.107
2024-01-07 13:00:00,US-East,448,0.78,566,0.093
2024-01-07 13:00:00,US-West,290,0.75,1752,0.095
2024-01-07 13:00:00,EU-Central,272,0.26,1516,0.09
2024-01-07 13:00:00,Asia-Pacific,545,0.25,1210,0.149
2024-01-07 14:00:00,US-East,371,0.58,681,0.138
2024-01-07 14:00:00,US-West,335,0.58,1187,0.111
2024-01-07 14:00:00,EU-Central,233,0.33,1919,0.085
2024-01-07 14:00:00,Asia-Pacific,482,0.67,1975,0.08
2024-01-07 15:00:00,US-East,399,0.46,1359,0.148
2024-01-07 15:00:00,US-West,302,0.5,1275,0.105
2024-01-07 15:00:00,EU-Central,248,0.26,1481,0.135
2024-01-07 15:00:00,Asia-Pacific,523,0.59,1907,0.096
2024-01-07 16:00:00,US-East,407,0.24,568,0.101
2024-01-07 16:00:00,US-West,290,0.36,714,0.085
2024-01-07 16:00:00,EU-Central,221,0.73,829,0.131
2024-01-07 16:00:00,Asia-Pacific,520,0.77,690,0.104
2024-01-07 17:00:00,US-East,428,0.74,1942,0.082
2024-01-07 17:00:00,US-West,333,0.3,1389,0.091
2024-01-07 17:00:00,EU-Central,212,0.4,889,0.109
2024-01-07 17:00:00,Asia-Pacific,520,0.63,1994,0.118
2024-01-07 18:00:00,US-East,434,0.37,986,0.087
2024-01-07 18:00:00,US-West,300,0.54,1505,0.091
2024-01-07 18:00:00,EU-Central,246,0.2,679,0.101
2024-01-07 18:00:00,Asia-Pacific,534,0.58,1483,0.094
2024-01-07 19:00:00,US-East,353,0.32,1807,0.1
2024-01-07 19:00:00,US-West,260,0.48,736,0.102
2024-01-07 19:00:00,EU-Central,250,0.48,1853,0.099
2024-01-07 19:00:00,Asia-Pacific,532,0.53,878,0.106
2024-01-07 20:00:00,US-East,398,0.42,1412,0.083
2024-01-07 20:00:00,US-West,306,0.48,963,0.139
2024-01-07 20:00:00,EU-Central,272,0.24,1926,0.127
2024-01-07 20:00:00,Asia-Pacific,460,0.6,1608,0.109
2024-01-07 21:00:00,US-East,446,0.55,1633,0.084
2024-01-07 21:00:00,US-West,299,0.69,1357,0.148
2024-01-07 21:00:00,EU-Central,287,0.72,1472,0.12
2024-01-07 21:00:00,Asia-Pacific,480,0.49,661,0.108
2024-01-07 22:00:00,US-East,441,0.22,1669,0.143
2024-01-07 22:00:00,US-West,323,0.61,1770,0.09
2024-01-07 22:00:00,EU-Central,296,0.47,842,0.148
2024-01-07 22:00:00,Asia-Pacific,474,0.28,1367,0.085
2024-01-07 23:00:00,US-East,437,0.46,1784,0.09
2024-01-07 23:00:00,US-West,326,0.35,1989,0.144
2024-01-07 23:00:00,EU-Central,208,0.25,1639,0.108
2024-01-07 23:00:00,Asia-Pacific,491,0.71,1564,0.112
2024-01-08 00:00:00,US-East,351,0.67,1776,0.121
2024-01-08 00:00:00,US-West,350,0.45,1348,0.09
2024-01-08 00:00:00,EU-Central,272,0.55,705,0.145
2024-01-08 00:00:00,Asia-Pacific,522,0.67,1085,0.141
2024-01-08 01:00:00,US-East,394,0.73,1040,0.107
2024-01-08 01:00:00,US-West,312,0.54,1468,0.083
2024-01-08 01:00:00,EU-Central,235,0.44,1766,0.123
2024-01-08 01:00:00,Asia-Pacific,538,0.44,1310,0.142
2024-01-08 02:00:00,US-East,392,0.61,600,0.132
2024-01-08 02:00:00,US-West,284,0.74,541,0.104
2024-01-08 02:00:00,EU-Central,238,0.39,1506,0.14
2024-01-08 02:00:00,Asia-Pacific,537,0.26,966,0.089
2024-01-08 03:00:00,US-East,445,0.47,1157,0.099
2024-01-08 03:00:00,US-West,303,0.56,682,0.093
2024-01-08 03:00:00,EU-Central,227,0.75,1333,0.132
2024-01-08 03:00:00,Asia-Pacific,547,0.51,1265,0.137
2024-01-08 04:00:00,US-East,415,0.67,634,0.102
2024-01-08 04:00:00,US-West,314,0.44,1573,0.142
2024-01-08 04:00:00,EU-Central,203,0.3,911,0.139
2024-01-08 04:00:00,Asia-Pacific,481,0.22,603,0.144
2024-01-08 05:00:00,US-East,440,0.32,1254,0.138
2024-01-08 05:00:00,US-West,314,0.44,753,0.128
2024-01-08 05:00:00,EU-Central,230,0.42,1716,0.111
2024-01-08 05:00:00,Asia-Pacific,510,0.55,1216,0.104
2024-01-08 06:00:00,US-East,383,0.65,1910,0.086
2024-01-08 06:00:00,US-West,253,0.43,833,0.14
2024-01-08 06:00:00,EU-Central,299,0.78,953,0.125
2024-01-08 06:00:00,Asia-Pacific,536,0.32,1834,0.109
2024-01-08 07:00:00,US-East,352,0.72,1897,0.081
2024-01-08 07:00:00,US-West,266,0.59,1731,0.136
2024-01-08 07:00:00,EU-Central,228,0.35,1125,0.13
2024-01-08 07:00:00,Asia-Pacific,540,0.59,1367,0.143
2024-01-08 08:00:00,US-East,394,0.48,946,0.113
2024-01-08 08:00:00,US-West,336,0.51,1777,0.108
2024-01-08 08:00:00,EU-Central,213,0.2,1856,0.148
2024-01-08 08:00:00,Asia-Pacific,497,0.54,1716,0.123
2024-01-08 09:00:00,US-East,388,0.61,1486,0.084
2024-01-08 09:00:00,US-West,285,0.58,1067,0.098
2024-01-08 09:00:00,EU-Central,291,0.77,1834,0.101
2024-01-08 09:00:00,Asia-Pacific,469,0.51,992,0.143
2024-01-08 10:00:00,US-East,426,0.44,1154,0.128
2024-01-08 10:00:00,US-West,342,0.22,1518,0.15
2024-01-08 10:00:00,EU-Central,233,0.74,1328,0.107
2024-01-08 10:00:00,Asia-Pacific,454,0.55,1671,0.137
2024-01-08 11:00:00,US-East,393,0.64,955,0.128
2024-01-08 11:00:00,US-West,331,0.67,1875,0.105
2024-01-08 11:00:00,EU-Central,238,0.71,1846,0.141
2024-01-08 11:00:00,Asia-Pacific,473,0.38,1464,0.089
2024-01-08 12:00:00,US-East,383,0.64,1644,0.133
2024-01-08 12:00:00,US-West,273,0.77,1187,0.126
2024-01-08 12:00:00,EU-Central,228,0.41,1128,0.109
2024-01-08 12:00:00,Asia-Pacific,492,0.42,1699,0.101
2024-01-08 13:00:00,US-East,365,0.48,1799,0.121
2024-01-08 13:00:00,US-West,329,0.24,898,0.115
2024-01-08 13:00:00,EU-Central,287,0.43,1111,0.109
2024-01-08 13:00:00,Asia-Pacific,469,0.28,910,0.104
2024-01-08 14:00:00,US-East,422,0.74,1437,0.09
2024-01-08 14:00:00,US-West,341,0.31,665,0.114
2024-01-08 14:00:00,EU-Central,280,0.79,1141,0.124
2024-01-08 14:00:00,Asia-Pacific,450,0.47,928,0.133
2024-01-08 15:00:00,US-East,371,0.55,824,0.114
2024-01-08 15:00:00,US-West,347,0.67,765,0.123
2024-01-08 15:00:00,EU-Central,281,0.46,1378,0.148
2024-01-08 15:00:00,Asia-Pacific,499,0.2,1593,0.094
2024-01-08 16:00:00,US-East,397,0.77,1159,0.133
2024-01-08 16:00:00,US-West,317,0.31,1885,0.08
2024-01-08 16:00:00,EU-Central,293,0.35,1920,0.141
2024-01-08 16:00:00,Asia-Pacific,489,0.28,1285,0.115
2024-01-08 17:00:00,US-East,389,0.3,593,0.101
2024-01-08 17:00:00,US-West,287,0.47,1565,0.122
2024-01-08 17:00:00,EU-Central,243,0.46,1906,0.15
2024-01-08 17:00:00,Asia-Pacific,493,0.8,1503,0.105
2024-01-08 18:00:00,US-East,374,0.3,1326,0.081
2024-01-08 18:00:00,US-West,278,0.64,768,0.095
2024-01-08 18:00:00,EU-Central,202,0.55,846,0.089
2024-01-08 18:00:00,Asia-Pacific,541,0.59,576,0.106
2024-01-08 19:00:00,US-East,431,0.35,1595,0.124
2024-01-08 19:00:00,US-West,326,0.8,1855,0.088
2024-01-08 19:00:00,EU-Central,202,0.23,737,0.109
2024-01-08 19:00:00,Asia-Pacific,498,0.27,1017,0.113
2024-01-08 20:00:00,US-East,369,0.32,1904,0.124
2024-01-08 20:00:00,US-West,288,0.45,706,0.126
2024-01-08 20:00:00,EU-Central,234,0.57,1935,0.09
2024-01-08 20:00:00,Asia-Pacific,463,0.51,1765,0.088
2024-01-08 21:00:00,US-East,364,0.67,1519,0.094
2024-01-08 21:00:00,US-West,275,0.67,1571,0.148
2024-01-08 21:00:00,EU-Central,245,0.62,1104,0.091
2024-01-08 21:00:00,Asia-Pacific,520,0.5,925,0.128
2024-01-08 22:00:00,US-East,411,0.4,505,0.081
2024-01-08 22:00:00,US-West,261,0.74,1675,0.127
2024-01-08 22:00:00,EU-Central,219,0.77,1547,0.085
2024-01-08 22:00:00,Asia-Pacific,542,0.26,1024,0.125
2024-01-08 23:00:00,US-East,408,0.79,1106,0.098
2024-01-08 23:00:00,US-West,256,0.26,857,0.141
2024-01-08 23:00:00,EU-Central,237,0.42,1886,0.102
2024-01-08 23:00:00,Asia-Pacific,544,0.27,593,0.081
2024-01-09 00:00:00,US-East,367,0.6,849,0.103
2024-01-09 00:00:00,US-West,306,0.77,1049,0.141
2024-01-09 00:00:00,EU-Central,211,0.42,1201,0.093
2024-01-09 00:00:00,Asia-Pacific,501,0.44,1434,0.099
2024-01-09 01:00:00,US-East,399,0.61,1479,0.136
2024-01-09 01:00:00,US-West,333,0.73,841,0.088
2024-01-09 01:00:00,EU-Central,289,0.64,826,0.087
2024-01-09 01:00:00,Asia-Pacific,525,0.49,1665,0.127
2024-01-09 02:00:00,US-East,373,0.57,1234,0.123
2024-01-09 02:00:00,US-West,337,0.73,1989,0.148
2024-01-09 02:00:00,EU-Central,216,0.49,1499,0.088
2024-01-09 02:00:00,Asia-Pacific,502,0.46,629,0.098
2024-01-09 03:00:00,US-East,390,0.21,1888,0.117
2024-01-09 03:00:00,US-West,345,0.55,1657,0.096
2024-01-09 03:00:00,EU-Central,285,0.72,1563,0.117
2024-01-09 03:00:00,Asia-Pacific,539,0.57,1386,0.126
2024-01-09 04:00:00,US-East,381,0.49,1859,0.127
2024-01-09 04:00:00,US-West,299,0.29,1643,0.142
2024-01-09 04:00:00,EU-Central,278,0.23,1817,0.145
2024-01-09 04:00:00,Asia-Pacific,514,0.71,1515,0.141
2024-01-09 05:00:00,US-East,359,0.65,1156,0.097
2024-01-09 05:00:00,US-West,285,0.23,956,0.119
2024-01-09 05:00:00,EU-Central,248,0.44,981,0.086
2024-01-09 05:00:00,Asia-Pacific,506,0.68,1417,0.086
2024-01-09 06:00:00,US-East,413,0.47,743,0.149
2024-01-09 06:00:00,US-West,345,0.59,710,0.108
2024-01-09 06:00:00,EU-Central,204,0.53,500,0.138
2024-01-09 06:00:00,Asia-Pacific,527,0.78,1805,0.101
2024-01-09 07:00:00,US-East,415,0.54,1840,0.127
2024-01-09 07:00:00,US-West,293,0.42,611,0.137
2024-01-09 07:00:00,EU-Central,258,0.4,1769,0.122
2024-01-09 07:00:00,Asia-Pacific,541,0.59,1966,0.112
2024-01-09 08:00:00,US-East,362,0.66,954,0.08
2024-01-09 08:00:00,US-West,295,0.7,1097,0.118
2024-01-09 08:00:00,EU-Central,247,0.62,593,0.143
2024-01-09 08:00:00,Asia-Pacific,513,0.28,1968,0.132
2024-01-09 09:00:00,US-East,402,0.26,1751,0.094
2024-01-09 09:00:00,US-West,265,0.76,1304,0.095
2024-01-09 09:00:00,EU-Central,300,0.31,1192,0.088
2024-01-09 09:00:00,Asia-Pacific,503,0.23,1796,0.139
2024-01-09 10:00:00,US-East,425,0.27,1422,0.112
2024-01-09 10:00:00,US-West,325,0.77,775,0.147
2024-01-09 10:00:00,EU-Central,200,0.52,599,0.119
2024-01-09 10:00:00,Asia-Pacific,505,0.7,1489,0.145
2024-01-09 11:00:00,US-East,449,0.75,862,0.128
2024-01-09 11:00:00,US-West,272,0.64,762,0.087
2024-01-09 11:00:00,EU-Central,284,0.56,1159,0.115
2024-01-09 11:00:00,Asia-Pacific,499,0.45,1747,0.144
2024-01-09 12:00:00,US-East,447,0.35,1314,0.147
2024-01-09 12:00:00,US-West,287,0.47,773,0.09
2024-01-09 12:00:00,EU-Central,277,0.62,1549,0.101
2024-01-09 12:00:00,Asia-Pacific,539,0.53,1142,0.13
2024-01-09 13:00:00,US-East,420,0.58,911,0.095
2024-01-09 13:00:00,US-West,341,0.37,1207,0.144
2024-01-09 13:00:00,EU-Central,216,0.79,1831,0.148
2024-01-09 13:00:00,Asia-Pacific,472,0.5,1921,0.125
2024-01-09 14:00:00,US-East,440,0.27,1221,0.119
2024-01-09 14:00:00,US-West,324,0.54,1866,0.13
2024-01-09 14:00:00,EU-Central,286,0.65,1593,0.1
2024-01-09 14:00:00,Asia-Pacific,504,0.68,1570,0.087
2024-01-09 15:00:00,US-East,398,0.29,1872,0.084
2024-01-09 15:00:00,US-West,284,0.65,829,0.149
2024-01-09 15:00:00,EU-Central,287,0.35,627,0.128
2024-01-09 15:00:00,Asia-Pacific,487,0.32,1608,0.082
2024-01-09 16:00:00,US-East,407,0.26,1883,0.132
2024-01-09 16:00:00,US-West,278,0.65,1649,0.107
2024-01-09 16:00:00,EU-Central,265,0.67,1925,0.1
2024-01-09 16:00:00,Asia-Pacific,535,0.23,1281,0.107
2024-01-09 17:00:00,US-East,450,0.79,1140,0.148
2024-01-09 17:00:00,US-West,256,0.21,1014,0.094
2024-01-09 17:00:00,EU-Central,299,0.72,1407,0.138
2024-01-09 17:00:00,Asia-Pacific,531,0.62,1826,0.106
2024-01-09 18:00:00,US-East,425,0.53,1735,0.094
2024-01-09 18:00:00,US-West,342,0.78,1102,0.111
2024-01-09 18:00:00,EU-Central,287,0.24,855,0.131
2024-01-09 18:00:00,Asia-Pacific,465,0.43,1377,0.1
2024-01-09 19:00:00,US-East,383,0.28,1696,0.139
2024-01-09 19:00:00,US-West,250,0.4,1953,0.146
2024-01-09 19:00:00,EU-Central,205,0.29,1160,0.122
2024-01-09 19:00:00,Asia-Pacific,549,0.76,1760,0.139
2024-01-09 20:00:00,US-East,388,0.49,1672,0.119
2024-01-09 20:00:00,US-West,259,0.67,1150,0.117
2024-01-09 20:00:00,EU-Central,223,0.51,1534,0.091
2024-01-09 20:00:00,Asia-Pacific,519,0.52,688,0.104
2024-01-09 21:00:00,US-East,377,0.6,1178,0.105
2024-01-09 21:00:00,US-West,277,0.77,1766,0.117
2024-01-09 21:00:00,EU-Central,271,0.69,1829,0.081
2024-01-09 21:00:00,Asia-Pacific,535,0.41,992,0.143
2024-01-09 22:00:00,US-East,428,0.75,999,0.147
2024-01-09 22:00:00,US-West,337,0.73,1281,0.144
2024-01-09 22:00:00,EU-Central,214,0.43,1606,0.131
2024-01-09 22:00:00,Asia-Pacific,453,0.75,1267,0.116
2024-01-09 23:00:00,US-East,415,0.47,589,0.101
2024-01-09 23:00:00,US-West,333,0.32,1552,0.086
2024-01-09 23:00:00,EU-Central,212,0.3,1601,0.117
2024-01-09 23:00:00,Asia-Pacific,530,0.24,1872,0.124
2024-01-10 00:00:00,US-East,377,0.72,1368,0.138
2024-01-10 00:00:00,US-West,276,0.52,1939,0.142
2024-01-10 00:00:00,EU-Central,294,0.67,1824,0.137
2024-01-10 00:00:00,Asia-Pacific,459,0.65,814,0.082
2024-01-10 01:00:00,US-East,441,0.4,679,0.085
2024-01-10 01:00:00,US-West,272,0.68,1642,0.085
2024-01-10 01:00:00,EU-Central,229,0.75,1334,0.107
2024-01-10 01:00:00,Asia-Pacific,530,0.44,1147,0.081
2024-01-10 02:00:00,US-East,436,0.27,512,0.125
2024-01-10 02:00:00,US-West,329,0.24,1699,0.083
2024-01-10 02:00:00,EU-Central,209,0.41,1529,0.087
2024-01-10 02:00:00,Asia-Pacific,550,0.61,1742,0.086
2024-01-10 03:00:00,US-East,447,0.76,1281,0.108
2024-01-10 03:00:00,US-West,334,0.22,820,0.117
2024-01-10 03:00:00,EU-Central,217,0.65,1617,0.101
2024-01-10 03:00:00,Asia-Pacific,531,0.29,1887,0.142
2024-01-10 04:00:00,US-East,443,0.59,522,0.119
2024-01-10 04:00:00,US-West,321,0.28,585,0.08
2024-01-10 04:00:00,EU-Central,276,0.44,1621,0.146
2024-01-10 04:00:00,Asia-Pacific,489,0.33,1986,0.104
